run,label,frame,reward,smoothed_reward
rlgames-lstm-sapg-seed0,rl_games LSTM,14942208,0.08189301192760468,50.417419087239146
rlgames-lstm-sapg-seed0,rl_games LSTM,15040512,0.08189301192760468,50.090565021815046
rlgames-lstm-sapg-seed0,rl_games LSTM,15138816,0.08189301192760468,49.767928428202865
rlgames-lstm-sapg-seed0,rl_games LSTM,15237120,0.08189301192760468,49.449428201175465
rlgames-lstm-sapg-seed0,rl_games LSTM,15335424,0.0890565812587738,49.13503092971102
rlgames-lstm-sapg-seed0,rl_games LSTM,15433728,0.0890565812587738,48.8246133705436
rlgames-lstm-sapg-seed0,rl_games LSTM,15532032,0.0890565812587738,48.51810043476194
rlgames-lstm-sapg-seed0,rl_games LSTM,15630336,0.09490524232387543,48.2154554648092
rlgames-lstm-sapg-seed0,rl_games LSTM,15728640,0.09490524232387543,47.9165700597006
rlgames-lstm-sapg-seed0,rl_games LSTM,15826944,0.10975151509046555,47.62146624152399
rlgames-lstm-sapg-seed0,rl_games LSTM,15925248,0.14222382009029388,47.330182545686974
rlgames-lstm-sapg-seed0,rl_games LSTM,16023552,0.15830904245376587,47.04254917066726
rlgames-lstm-sapg-seed0,rl_games LSTM,16121856,0.1901606023311615,46.75859530055613
rlgames-lstm-sapg-seed0,rl_games LSTM,16220160,0.1930077224969864,46.4780797127365
rlgames-lstm-sapg-seed0,rl_games LSTM,16318464,0.2016536295413971,46.20097536493294
rlgames-lstm-sapg-seed0,rl_games LSTM,16416768,0.20774640142917633,45.92720614491208
rlgames-lstm-sapg-seed0,rl_games LSTM,16515072,0.30747249722480774,45.6572668925589
rlgames-lstm-sapg-seed0,rl_games LSTM,16613376,0.3319128751754761,45.39064716304488
rlgames-lstm-sapg-seed0,rl_games LSTM,16711680,0.465493768453598,45.127926967754874
rlgames-lstm-sapg-seed0,rl_games LSTM,16809984,0.598539412021637,44.86903517964014
rlgames-lstm-sapg-seed0,rl_games LSTM,16908288,0.7289870381355286,44.61389039269503
rlgames-lstm-sapg-seed0,rl_games LSTM,17006592,0.8559979796409607,44.362408252390125
rlgames-lstm-sapg-seed0,rl_games LSTM,17104896,0.97495037317276,44.114479921651736
rlgames-lstm-sapg-seed0,rl_games LSTM,17203200,1.0809959173202515,43.86997148980895
rlgames-lstm-sapg-seed0,rl_games LSTM,17301504,1.3020896911621094,43.629474982471955
rlgames-lstm-sapg-seed0,rl_games LSTM,17399808,1.3479284048080444,43.391938203945756
rlgames-lstm-sapg-seed0,rl_games LSTM,17498112,1.44988214969635,43.15762504163151
rlgames-lstm-sapg-seed0,rl_games LSTM,17596416,1.5470486879348755,42.926455172999866
rlgames-lstm-sapg-seed0,rl_games LSTM,17694720,1.607872724533081,42.69817571195861
rlgames-lstm-sapg-seed0,rl_games LSTM,17793024,1.6576472520828247,42.47267830283842
rlgames-lstm-sapg-seed0,rl_games LSTM,17891328,1.6804579496383667,42.249769994897434
rlgames-lstm-sapg-seed0,rl_games LSTM,17989632,1.7389155626296997,42.02960230776554
rlgames-lstm-sapg-seed0,rl_games LSTM,18087936,1.8308175802230835,41.81231157950855
rlgames-lstm-sapg-seed0,rl_games LSTM,18186240,1.8875585794448853,41.59766236983079
rlgames-lstm-sapg-seed0,rl_games LSTM,18284544,1.9411360025405884,41.385595383909454
rlgames-lstm-sapg-seed0,rl_games LSTM,18382848,7.1539082527160645,41.203511941722255
rlgames-lstm-sapg-seed0,rl_games LSTM,18481152,7.239631652832031,41.02380887141067
rlgames-lstm-sapg-seed0,rl_games LSTM,18579456,7.267895221710205,40.84614616799119
rlgames-lstm-sapg-seed0,rl_games LSTM,18677760,7.264566421508789,40.670326378742594
rlgames-lstm-sapg-seed0,rl_games LSTM,18776064,7.264566421508789,40.496338045632
rlgames-lstm-sapg-seed0,rl_games LSTM,18874368,7.288575649261475,40.324277100573084
rlgames-lstm-sapg-seed0,rl_games LSTM,18972672,7.293905735015869,40.15401745435887
rlgames-lstm-sapg-seed0,rl_games LSTM,19070976,7.320323944091797,39.98563953892161
rlgames-lstm-sapg-seed0,rl_games LSTM,19169280,7.330060958862305,39.819029444125384
rlgames-lstm-sapg-seed0,rl_games LSTM,19267584,7.364619731903076,39.654286247616646
rlgames-lstm-sapg-seed0,rl_games LSTM,19365888,7.370753288269043,39.49123810135731
rlgames-lstm-sapg-seed0,rl_games LSTM,19464192,7.414691925048828,39.330049427104505
rlgames-lstm-sapg-seed0,rl_games LSTM,19562496,7.48919153213501,39.170845137629655
