timestamp	commit	experiment_tag	num_envs	minibatch_size	mini_epochs	learning_rate	expl_block_size	max_successes	last_elapsed_s	status	description
2026-05-13T04:10:34-04:00	ad5fe33	baseline_n512_mb1024_me2_lr1e-4	512	1024	2	1e-4	128	0.0859	3598.3	keep	measured baseline (delays max=3, goal_xy_noise=0)
